id,group,category,journey_stage,difficulty,applicable_roles,situation,chat_informed
OSS-01-001,01-getting-started,01-onboarding-and-orientation,discover,beginner,A newcomer | A student | A first-time contributor | A community volunteer,"Trying to understand what open source contribution actually involves, while the onboarding material assumes prior open-source experience.",True
OSS-31-030,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,intermediate,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Using AI during a mentorship application with program-specific restrictions, while generated text cites links or APIs that do not exist.",True
OSS-31-031,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,intermediate,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Using an AI tool to understand an unfamiliar function, while the patch adds much more scope than the issue requires.",True
OSS-31-032,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,intermediate,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Submitting code partly generated by an assistant, while reviewers face a high volume of similar low-quality submissions.",True
OSS-31-033,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,intermediate,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Reviewing a pull request with signs of unverified generated content, while the project has no explicit AI contribution policy.",True
OSS-31-034,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,intermediate,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Using AI to draft a proposal for a project they barely know, while the patch adds much more scope than the issue requires.",True
OSS-31-035,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,intermediate,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Checking generated tests for meaningful behavior coverage, while reviewers face a high volume of similar low-quality submissions.",True
OSS-31-036,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,intermediate,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Disclosing AI assistance according to project expectations, while the project has no explicit AI contribution policy.",True
OSS-31-037,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,intermediate,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Using an assistant to summarize a long issue discussion, while the patch adds much more scope than the issue requires.",True
OSS-31-038,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,intermediate,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Correcting a generated explanation that invents project rules, while reviewers face a high volume of similar low-quality submissions.",True
OSS-31-039,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,intermediate,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Evaluating whether generated code is compatible with project licensing, while the project has no explicit AI contribution policy.",True
OSS-31-040,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,intermediate,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Using AI during a mentorship application with program-specific restrictions, while the patch adds much more scope than the issue requires.",True
OSS-31-041,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,advanced,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Using an AI tool to understand an unfamiliar function, while private repository context may have been sent to an external service.",True
OSS-31-042,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,advanced,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Submitting code partly generated by an assistant, while the output looks plausible but the contributor cannot explain it.",True
OSS-31-043,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,advanced,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Reviewing a pull request with signs of unverified generated content, while generated text cites links or APIs that do not exist.",True
OSS-31-044,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,advanced,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Using AI to draft a proposal for a project they barely know, while private repository context may have been sent to an external service.",True
OSS-31-045,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,advanced,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Checking generated tests for meaningful behavior coverage, while the output looks plausible but the contributor cannot explain it.",True
OSS-31-046,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,advanced,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Disclosing AI assistance according to project expectations, while generated text cites links or APIs that do not exist.",True
OSS-31-047,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,advanced,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Using an assistant to summarize a long issue discussion, while private repository context may have been sent to an external service.",True
OSS-31-048,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,advanced,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Correcting a generated explanation that invents project rules, while the output looks plausible but the contributor cannot explain it.",True
OSS-31-049,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,advanced,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Evaluating whether generated code is compatible with project licensing, while generated text cites links or APIs that do not exist.",True
OSS-31-050,06-community-and-collaboration,31-responsible-ai-assisted-contribution,contribute,advanced,An AI-assisted contributor | A reviewer | A maintainer | A mentorship applicant,"Using AI during a mentorship application with program-specific restrictions, while private repository context may have been sent to an external service.",True
OSS-32-001,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Reporting a suspected vulnerability without opening a public issue, while the public issue tracker already contains partial exploit details.",False
OSS-32-002,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Validating whether unexpected behavior has security impact, while the affected component has no active security team.",False
OSS-32-003,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Coordinating a fix before public disclosure, while a release deadline conflicts with coordinated disclosure timing.",False
OSS-32-004,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Handling a report that includes an incomplete proof of concept, while the public issue tracker already contains partial exploit details.",False
OSS-32-005,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Requesting a security contact when SECURITY documentation is missing, while the affected component has no active security team.",False
OSS-32-006,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Assessing whether several supported versions are affected, while a release deadline conflicts with coordinated disclosure timing.",False
OSS-32-007,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Preparing a private patch from an external reporter, while the public issue tracker already contains partial exploit details.",False
OSS-32-008,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Responding to a vulnerability report generated by an automated scanner, while the affected component has no active security team.",False
OSS-32-009,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Coordinating disclosure with downstream package maintainers, while a release deadline conflicts with coordinated disclosure timing.",False
OSS-32-010,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Separating a security flaw from a normal hardening opportunity, while the public issue tracker already contains partial exploit details.",False
OSS-32-011,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Reporting a suspected vulnerability without opening a public issue, while the reporter and maintainer disagree about severity.",False
OSS-32-012,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Validating whether unexpected behavior has security impact, while reproduction requires access to sensitive data.",False
OSS-32-013,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Coordinating a fix before public disclosure, while the report targets an unsupported version still widely deployed.",False
OSS-32-014,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Handling a report that includes an incomplete proof of concept, while the reporter and maintainer disagree about severity.",False
OSS-32-015,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Requesting a security contact when SECURITY documentation is missing, while reproduction requires access to sensitive data.",False
OSS-32-016,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Assessing whether several supported versions are affected, while the report targets an unsupported version still widely deployed.",False
OSS-32-017,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Preparing a private patch from an external reporter, while the reporter and maintainer disagree about severity.",False
OSS-32-018,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Responding to a vulnerability report generated by an automated scanner, while reproduction requires access to sensitive data.",False
OSS-32-019,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Coordinating disclosure with downstream package maintainers, while the report targets an unsupported version still widely deployed.",False
OSS-32-020,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,beginner,A security researcher | A maintainer | A dependency user | A security responder,"Separating a security flaw from a normal hardening opportunity, while the reporter and maintainer disagree about severity.",False
OSS-32-021,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Reporting a suspected vulnerability without opening a public issue, while the affected component has no active security team.",False
OSS-32-022,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Validating whether unexpected behavior has security impact, while a release deadline conflicts with coordinated disclosure timing.",False
OSS-32-023,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Coordinating a fix before public disclosure, while the public issue tracker already contains partial exploit details.",False
OSS-32-024,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Handling a report that includes an incomplete proof of concept, while the affected component has no active security team.",False
OSS-32-025,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Requesting a security contact when SECURITY documentation is missing, while a release deadline conflicts with coordinated disclosure timing.",False
OSS-32-026,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Assessing whether several supported versions are affected, while the public issue tracker already contains partial exploit details.",False
OSS-32-027,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Preparing a private patch from an external reporter, while the affected component has no active security team.",False
OSS-32-028,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Responding to a vulnerability report generated by an automated scanner, while a release deadline conflicts with coordinated disclosure timing.",False
OSS-32-029,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Coordinating disclosure with downstream package maintainers, while the public issue tracker already contains partial exploit details.",False
OSS-32-030,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Separating a security flaw from a normal hardening opportunity, while the affected component has no active security team.",False
OSS-32-031,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Reporting a suspected vulnerability without opening a public issue, while reproduction requires access to sensitive data.",False
OSS-32-032,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Validating whether unexpected behavior has security impact, while the report targets an unsupported version still widely deployed.",False
OSS-32-033,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Coordinating a fix before public disclosure, while the reporter and maintainer disagree about severity.",False
OSS-32-034,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Handling a report that includes an incomplete proof of concept, while reproduction requires access to sensitive data.",False
OSS-32-035,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Requesting a security contact when SECURITY documentation is missing, while the report targets an unsupported version still widely deployed.",False
OSS-32-036,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Assessing whether several supported versions are affected, while the reporter and maintainer disagree about severity.",False
OSS-32-037,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Preparing a private patch from an external reporter, while reproduction requires access to sensitive data.",False
OSS-32-038,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Responding to a vulnerability report generated by an automated scanner, while the report targets an unsupported version still widely deployed.",False
OSS-32-039,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Coordinating disclosure with downstream package maintainers, while the reporter and maintainer disagree about severity.",False
OSS-32-040,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,intermediate,A security researcher | A maintainer | A dependency user | A security responder,"Separating a security flaw from a normal hardening opportunity, while reproduction requires access to sensitive data.",False
OSS-32-041,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,advanced,A security researcher | A maintainer | A dependency user | A security responder,"Reporting a suspected vulnerability without opening a public issue, while a release deadline conflicts with coordinated disclosure timing.",False
OSS-32-042,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,advanced,A security researcher | A maintainer | A dependency user | A security responder,"Validating whether unexpected behavior has security impact, while the public issue tracker already contains partial exploit details.",False
OSS-32-043,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,advanced,A security researcher | A maintainer | A dependency user | A security responder,"Coordinating a fix before public disclosure, while the affected component has no active security team.",False
OSS-32-044,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,advanced,A security researcher | A maintainer | A dependency user | A security responder,"Handling a report that includes an incomplete proof of concept, while a release deadline conflicts with coordinated disclosure timing.",False
OSS-32-045,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,advanced,A security researcher | A maintainer | A dependency user | A security responder,"Requesting a security contact when SECURITY documentation is missing, while the public issue tracker already contains partial exploit details.",False
OSS-32-046,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,advanced,A security researcher | A maintainer | A dependency user | A security responder,"Assessing whether several supported versions are affected, while the affected component has no active security team.",False
OSS-32-047,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,advanced,A security researcher | A maintainer | A dependency user | A security responder,"Preparing a private patch from an external reporter, while a release deadline conflicts with coordinated disclosure timing.",False
OSS-32-048,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,advanced,A security researcher | A maintainer | A dependency user | A security responder,"Responding to a vulnerability report generated by an automated scanner, while the public issue tracker already contains partial exploit details.",False
OSS-32-049,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,advanced,A security researcher | A maintainer | A dependency user | A security responder,"Coordinating disclosure with downstream package maintainers, while the affected component has no active security team.",False
OSS-32-050,07-security-privacy-and-legal,32-security-reports-and-private-disclosure,contribute,advanced,A security researcher | A maintainer | A dependency user | A security responder,"Separating a security flaw from a normal hardening opportunity, while a release deadline conflicts with coordinated disclosure timing.",False
OSS-33-001,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Discovering an API token in a commit or pull request, while the credential may already have been copied or indexed.",False
OSS-33-002,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Sharing logs needed for debugging without exposing personal data, while maintainers need evidence that cannot be posted publicly.",False
OSS-33-003,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Removing a secret from current code and repository history, while the data appears synthetic but originates from a real incident.",False
OSS-33-004,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Designing test fixtures that resemble real user records, while the credential may already have been copied or indexed.",False
OSS-33-005,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Reviewing telemetry changes that collect additional information, while maintainers need evidence that cannot be posted publicly.",False
OSS-33-006,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Reporting a privacy concern in a public repository, while the data appears synthetic but originates from a real incident.",False
OSS-33-007,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Handling screenshots that contain usernames and file paths, while the credential may already have been copied or indexed.",False
OSS-33-008,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Using production-like configuration in local examples, while maintainers need evidence that cannot be posted publicly.",False
OSS-33-009,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Responding when secret scanning blocks a legitimate test value, while the data appears synthetic but originates from a real incident.",False
OSS-33-010,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Documenting data retention for a community-operated service, while the credential may already have been copied or indexed.",False
OSS-33-011,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Discovering an API token in a commit or pull request, while the affected history exists in multiple forks.",False
OSS-33-012,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Sharing logs needed for debugging without exposing personal data, while the repository has no documented privacy contact.",False
OSS-33-013,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Removing a secret from current code and repository history, while removing the value would break reproducibility of the report.",False
OSS-33-014,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Designing test fixtures that resemble real user records, while the affected history exists in multiple forks.",False
OSS-33-015,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Reviewing telemetry changes that collect additional information, while the repository has no documented privacy contact.",False
OSS-33-016,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Reporting a privacy concern in a public repository, while removing the value would break reproducibility of the report.",False
OSS-33-017,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Handling screenshots that contain usernames and file paths, while the affected history exists in multiple forks.",False
OSS-33-018,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Using production-like configuration in local examples, while the repository has no documented privacy contact.",False
OSS-33-019,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Responding when secret scanning blocks a legitimate test value, while removing the value would break reproducibility of the report.",False
OSS-33-020,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,beginner,A contributor | A maintainer | A documentation writer | A data-project contributor,"Documenting data retention for a community-operated service, while the affected history exists in multiple forks.",False
OSS-33-021,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Discovering an API token in a commit or pull request, while maintainers need evidence that cannot be posted publicly.",False
OSS-33-022,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Sharing logs needed for debugging without exposing personal data, while the data appears synthetic but originates from a real incident.",False
OSS-33-023,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Removing a secret from current code and repository history, while the credential may already have been copied or indexed.",False
OSS-33-024,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Designing test fixtures that resemble real user records, while maintainers need evidence that cannot be posted publicly.",False
OSS-33-025,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Reviewing telemetry changes that collect additional information, while the data appears synthetic but originates from a real incident.",False
OSS-33-026,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Reporting a privacy concern in a public repository, while the credential may already have been copied or indexed.",False
OSS-33-027,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Handling screenshots that contain usernames and file paths, while maintainers need evidence that cannot be posted publicly.",False
OSS-33-028,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Using production-like configuration in local examples, while the data appears synthetic but originates from a real incident.",False
OSS-33-029,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Responding when secret scanning blocks a legitimate test value, while the credential may already have been copied or indexed.",False
OSS-33-030,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Documenting data retention for a community-operated service, while maintainers need evidence that cannot be posted publicly.",False
OSS-33-031,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Discovering an API token in a commit or pull request, while the repository has no documented privacy contact.",False
OSS-33-032,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Sharing logs needed for debugging without exposing personal data, while removing the value would break reproducibility of the report.",False
OSS-33-033,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Removing a secret from current code and repository history, while the affected history exists in multiple forks.",False
OSS-33-034,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Designing test fixtures that resemble real user records, while the repository has no documented privacy contact.",False
OSS-33-035,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Reviewing telemetry changes that collect additional information, while removing the value would break reproducibility of the report.",False
OSS-33-036,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Reporting a privacy concern in a public repository, while the affected history exists in multiple forks.",False
OSS-33-037,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Handling screenshots that contain usernames and file paths, while the repository has no documented privacy contact.",False
OSS-33-038,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Using production-like configuration in local examples, while removing the value would break reproducibility of the report.",False
OSS-33-039,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Responding when secret scanning blocks a legitimate test value, while the affected history exists in multiple forks.",False
OSS-33-040,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,intermediate,A contributor | A maintainer | A documentation writer | A data-project contributor,"Documenting data retention for a community-operated service, while the repository has no documented privacy contact.",False
OSS-33-041,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,advanced,A contributor | A maintainer | A documentation writer | A data-project contributor,"Discovering an API token in a commit or pull request, while the data appears synthetic but originates from a real incident.",False
OSS-33-042,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,advanced,A contributor | A maintainer | A documentation writer | A data-project contributor,"Sharing logs needed for debugging without exposing personal data, while the credential may already have been copied or indexed.",False
OSS-33-043,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,advanced,A contributor | A maintainer | A documentation writer | A data-project contributor,"Removing a secret from current code and repository history, while maintainers need evidence that cannot be posted publicly.",False
OSS-33-044,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,advanced,A contributor | A maintainer | A documentation writer | A data-project contributor,"Designing test fixtures that resemble real user records, while the data appears synthetic but originates from a real incident.",False
OSS-33-045,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,advanced,A contributor | A maintainer | A documentation writer | A data-project contributor,"Reviewing telemetry changes that collect additional information, while the credential may already have been copied or indexed.",False
OSS-33-046,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,advanced,A contributor | A maintainer | A documentation writer | A data-project contributor,"Reporting a privacy concern in a public repository, while maintainers need evidence that cannot be posted publicly.",False
OSS-33-047,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,advanced,A contributor | A maintainer | A documentation writer | A data-project contributor,"Handling screenshots that contain usernames and file paths, while the data appears synthetic but originates from a real incident.",False
OSS-33-048,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,advanced,A contributor | A maintainer | A documentation writer | A data-project contributor,"Using production-like configuration in local examples, while the credential may already have been copied or indexed.",False
OSS-33-049,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,advanced,A contributor | A maintainer | A documentation writer | A data-project contributor,"Responding when secret scanning blocks a legitimate test value, while maintainers need evidence that cannot be posted publicly.",False
OSS-33-050,07-security-privacy-and-legal,33-secrets-privacy-and-sensitive-data,contribute,advanced,A contributor | A maintainer | A documentation writer | A data-project contributor,"Documenting data retention for a community-operated service, while the data appears synthetic but originates from a real incident.",False
OSS-34-001,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Updating a dependency that introduces breaking API changes, while the update changes licenses or platform support.",False
OSS-34-002,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Reviewing an automated dependency pull request, while the dependency maintainer has stopped responding.",False
OSS-34-003,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Replacing an abandoned transitive dependency, while the security advisory contains limited public detail.",False
OSS-34-004,07-security-privacy-and-legal,34-dependencies-and-supply-chain,contribute,beginner,A dependency updater | A maintainer | A release engineer | A security contributor,"Checking whether a new dependency is actively maintained, while the update changes licenses or platform support.",False
